hh,urban,year,month,index,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,totW,months1,weeks1,months2,weeks2,pay2,wage_total,bs_profit,other_inc,HHID,profit_ls,profit_agr,total_agrls,inctotal,w_share,agr_share,bus_share,sex,age,hhnum,father_educ,father_ocup,mother_educ,mother_ocup,writeread,classeduc,illdays,region,familysize
H00101-04-01,0,2013,12,0,6655000.0,6655000.0,942000.0,4131400.0,2523600.0,4020000.0,,,12.0,4.0,,,4125000.0,0.0,1010401.0,468000.0,0.0,468000.0,5061000.0,,0.09247184350918791,0.8150563129816242,2.0,48.0,1.0,12.0,19.0,11.0,19.0,1.0,13.0,14.0,1.0,3
H00102-04-01,0,2014,10,1,2742400.0,2787400.0,409600.0,1440400.0,1302000.0,245000.0,,,,,,,0.0,0.0,1020401.0,0.0,346140.0,346140.0,692280.0,,0.5,0.0,2.0,46.0,1.0,,,,,1.0,,5.0,1.0,4
H00104-04-01,1,2014,6,2,4044900.0,4044900.0,115200.0,3521700.0,523200.0,1995000.0,,,,,,,204000.0,0.0,1040401.0,832000.0,30.0,832030.0,1868060.0,,0.445397899425072,0.109204201149856,1.0,39.0,1.0,,19.0,,,0.0,16.0,,1.0,5
H00110-04-01,0,2013,12,3,6875200.0,6875200.0,0.0,3640000.0,3235200.0,17730000.0,,,21.0,8.0,,,20000.0,0.0,1100401.0,,-1887.0,-1887.0,16226.0,,-0.11629483544927893,1.232589670898558,1.0,41.0,1.0,,,16.0,18.0,0.0,17.0,,1.0,2
H00208-04-01,1,2014,3,4,11972800.0,11972800.0,156000.0,3796000.0,8176800.0,69040000.0,6.0,4.0,12.0,4.0,,420000.0,1386000.0,1200000.0,,,,,3006000.0,0.13972055888223553,,0.46107784431137727,1.0,75.0,1.0,,,,,0.0,22.0,,1.0,5
H00209-04-01,1,2014,3,5,6804400.0,6824400.0,832000.0,4513600.0,2290800.0,872000.0,12.0,4.0,,,,3600000.0,0.0,0.0,,,,,3600000.0,1.0,,0.0,2.0,43.0,1.0,,,17.0,19.0,0.0,17.0,,1.0,5
H00211-04-01,1,2014,3,6,8230000.0,8248000.0,18000.0,4607200.0,3622800.0,26709000.0,9.0,5.0,8.0,2.0,,6300000.0,2350000.0,2880000.0,,,,,11530000.0,0.546400693842151,,0.20381613183000868,1.0,50.0,1.0,,,,,0.0,,,1.0,7
H00213-04-01,1,2014,3,7,28869800.0,28884800.0,7852000.0,16242200.0,12627600.0,20130000.0,16.0,8.0,,,,2280000.0,2150000.0,23000000.0,,,,,27430000.0,0.08312067079839591,,0.07838133430550492,1.0,51.0,1.0,,,1.0,99.0,0.0,51.0,15.0,1.0,7
H00301-04-01,1,2014,3,8,6079000.0,6079000.0,0.0,3398200.0,2680800.0,420000.0,12.0,4.0,,,,4320000.0,0.0,0.0,,,,,4320000.0,1.0,,0.0,1.0,45.0,1.0,,,,,0.0,17.0,,1.0,6
H00302-04-01,1,2014,4,9,5559600.0,5559600.0,0.0,2839200.0,2720400.0,2020000.0,,,,,,,510000.0,0.0,,,,,510000.0,,,1.0,1.0,46.0,1.0,,,,,0.0,14.0,14.0,1.0,2
H00303-04-01,1,2013,10,10,3686800.0,3745800.0,36000.0,2080000.0,1606800.0,60000.0,24.0,8.0,,,,4200000.0,0.0,0.0,,,,,4200000.0,1.0,,0.0,2.0,62.0,1.0,,,,,0.0,16.0,,1.0,5
H00304-04-01,1,2014,4,11,2793000.0,2793000.0,90000.0,1934400.0,858600.0,15000.0,12.0,4.0,,,,1440000.0,0.0,0.0,,,,,1440000.0,1.0,,0.0,1.0,40.0,1.0,,,3.0,19.0,0.0,16.0,7.0,1.0,1
H00307-04-01,1,2013,10,12,5808600.0,5808600.0,26000.0,3393000.0,2415600.0,150000.0,12.0,4.0,12.0,4.0,,1728000.0,170000.0,0.0,,,,,1898000.0,0.9104320337197049,,0.08956796628029505,2.0,42.0,1.0,,,,,0.0,15.0,14.0,1.0,4
H00312-04-01,1,2014,4,13,10236600.0,10236600.0,0.0,5779800.0,4456800.0,1370000.0,36.0,12.0,,,,28224000.0,1195000.0,0.0,,,,,29419000.0,0.9593799925218396,,0.04062000747816037,2.0,52.0,1.0,3.0,19.0,8.0,19.0,0.0,32.0,5.0,1.0,7
H00313-04-01,1,2014,4,14,43919200.0,43919200.0,0.0,16104400.0,27814800.0,41830000.0,,,,,,,2500000.0,0.0,,,,,2500000.0,,,1.0,1.0,55.0,1.0,,,3.0,10.0,0.0,36.0,14.0,1.0,6
H00606-04-01,1,2014,7,15,11294600.0,14094600.0,562800.0,7381400.0,3913200.0,1235000.0,12.0,4.0,,,,5400000.0,0.0,0.0,,,,,5400000.0,1.0,,0.0,1.0,50.0,1.0,,,73.0,20.0,0.0,31.0,,1.0,5
H00704-04-01,1,2014,2,16,5372000.0,5372000.0,960000.0,3458000.0,1914000.0,3745000.0,13.0,5.0,12.0,4.0,,3618750.0,420000.0,0.0,,,,,4038750.0,0.8960074280408542,,0.10399257195914577,1.0,46.0,1.0,,,99.0,19.0,0.0,23.0,,1.0,8
H00707-04-01,1,2014,8,17,17240800.0,17347800.0,0.0,6869200.0,10371600.0,114530000.0,6.0,4.0,,,,360000.0,700000.0,1560000.0,,,,,2620000.0,0.13740458015267176,,0.26717557251908397,2.0,51.0,1.0,,,,,0.0,32.0,,1.0,7
H00710-04-01,1,2014,2,18,5348400.0,5348400.0,216000.0,2355600.0,2992800.0,20327000.0,2.0,4.0,,,,480000.0,120000.0,0.0,,,,,600000.0,0.8,,0.2,1.0,52.0,1.0,73.0,14.0,73.0,19.0,0.0,12.0,,1.0,7
H00712-04-01,1,2014,2,19,21260440.0,21260440.0,0.0,7788040.0,13472400.0,16385000.0,12.0,4.0,,,,6600000.0,1525000.0,0.0,,,,,8125000.0,0.8123076923076923,,0.18769230769230769,1.0,61.0,1.0,,,,,0.0,51.0,,1.0,4
H00801-04-01,1,2013,10,20,24465600.0,24465600.0,1440000.0,11154000.0,13311600.0,9920000.0,17.0,8.0,12.0,4.0,,41080000.0,1560000.0,0.0,8010401.0,0.0,0.0,0.0,42640000.0,0.9634146341463414,0.0,0.036585365853658534,1.0,34.0,1.0,,,3.0,4.0,0.0,,,1.0,6
H00802-04-01,1,2013,10,21,6556400.0,6556400.0,0.0,3536000.0,3020400.0,155000.0,20.0,9.0,12.0,,,4320000.0,70000.0,0.0,,,,,4390000.0,0.9840546697038725,,0.015945330296127564,1.0,56.0,1.0,,,,,0.0,17.0,3.0,1.0,4
H00803-04-01,1,2014,3,22,14343308.0,14368308.0,124908.0,4050800.0,10292508.0,46050000.0,2.0,4.0,,,,800000.0,1560000.0,0.0,,,,,2360000.0,0.3389830508474576,,0.6610169491525424,2.0,51.0,1.0,,,,,0.0,34.0,,1.0,6
H00805-04-01,1,2013,10,23,3574700.0,3574700.0,408000.0,2151500.0,1423200.0,367000.0,12.0,4.0,,,,2880000.0,0.0,0.0,,,,,2880000.0,1.0,,0.0,1.0,29.0,1.0,3.0,22.0,,,0.0,34.0,,1.0,4
H00809-04-01,1,2013,10,24,18495400.0,18495400.0,2400000.0,4911400.0,13584000.0,1290000.0,,,10.0,1.0,,,150000.0,0.0,,,,,150000.0,,,1.0,1.0,45.0,1.0,,,,,0.0,15.0,,1.0,12
H00810-04-02,1,2014,3,25,34457520.0,34457520.0,0.0,7584720.0,26872800.0,103900000.0,13.0,8.0,,,,5450000.0,20000.0,12000000.0,,,,,17470000.0,0.31196336576989125,,0.0011448196908986834,2.0,57.0,1.0,,,,,0.0,51.0,,1.0,17
H00810-04-03,1,2014,3,26,12120200.0,12120200.0,0.0,4152200.0,7968000.0,6400000.0,,,,,,,200000.0,0.0,,,,,200000.0,,,1.0,1.0,27.0,2.0,,,,,0.0,51.0,30.0,1.0,2
H00811-04-01,1,2013,10,27,9274800.0,9274800.0,0.0,3541200.0,5733600.0,105860000.0,8.0,3.0,,,,10800000.0,80000.0,6000000.0,,,,,16880000.0,0.6398104265402843,,0.004739336492890996,1.0,40.0,1.0,,,,,0.0,17.0,,1.0,6
H01210-04-01,1,2014,1,31,10473600.0,10473600.0,144000.0,4508400.0,5965200.0,325000.0,12.0,4.0,,,,257136.0,0.0,0.0,,,,,257136.0,1.0,,0.0,1.0,40.0,1.0,73.0,10.0,,,0.0,16.0,,1.0,7
H01401-04-01,1,2014,3,32,18520200.0,18520200.0,8400000.0,5904600.0,12615600.0,155600000.0,,,,,,,1700000.0,0.0,,,,,1700000.0,,,1.0,1.0,33.0,1.0,6.0,1.0,6.0,1.0,0.0,61.0,,1.0,3
H01402-04-01,1,2014,3,33,11588400.0,11588400.0,4368000.0,4368000.0,7220400.0,1230000.0,15.0,13.0,,,,2038000.0,-340000.0,0.0,,,,,1698000.0,1.2002355712603063,,-0.20023557126030625,2.0,49.0,1.0,,,2.0,10.0,0.0,34.0,30.0,1.0,4
H01406-04-01,1,2014,3,34,8617200.0,8617200.0,540000.0,1185600.0,7431600.0,725000.0,12.0,4.0,,,,10800000.0,0.0,0.0,,,,,10800000.0,1.0,,0.0,1.0,51.0,1.0,17.0,5.0,1.0,13.0,0.0,36.0,,1.0,6
H01409-04-01,1,2014,3,35,4409200.002169609,4409200.002169609,176800.00216960907,800800.0021696091,3608400.0,6005000.0,,,,,,,40000.0,480000.0,,,,,520000.0,,,0.07692307692307693,2.0,60.0,1.0,,,,,0.0,,21.0,1.0,1
H01601-04-01,1,2013,11,36,7148700.0,7148700.0,703600.0,3389100.0,3759600.0,223000.0,12.0,4.0,,,,12480000.0,0.0,0.0,,,,,12480000.0,1.0,,0.0,1.0,32.0,1.0,,,,,0.0,34.0,,1.0,3
H01604-04-01,1,2013,11,37,30443500.0,30443500.0,0.0,6139900.0,24303600.0,80030000.0,,,,,,,10200000.0,3600000.0,,,,,13800000.0,,,0.7391304347826086,1.0,73.0,1.0,,,16.0,10.0,0.0,61.0,,1.0,2
H01605-04-01,1,2014,6,38,31064200.0,31064200.0,780000.0,12602200.0,18462000.0,62750000.0,36.0,12.0,,,,1800000.0,0.0,4800000.0,,,,,6600000.0,0.2727272727272727,,0.0,2.0,54.0,1.0,,,,,0.0,51.0,30.0,1.0,7
H01607-04-01,1,2014,6,39,6921400.0,6921400.0,0.0,4927000.0,1994400.0,51080000.0,,,,,,,0.0,2400000.0,16070401.0,-5000.0,0.0,-5000.0,2390000.0,,-0.0020920502092050207,0.0,2.0,54.0,1.0,,99.0,,,0.0,14.0,,1.0,11
H01612-04-01,1,2014,6,40,7625100.0,7625100.0,0.0,4200300.0,3424800.0,650000.0,12.0,4.0,,,,2400000.0,770000.0,0.0,,,,,3170000.0,0.7570977917981072,,0.24290220820189273,2.0,29.0,2.0,,,99.0,19.0,0.0,,,1.0,5
H01801-04-01,1,2014,1,41,8433600.0,8433600.0,0.0,3276000.0,5157600.0,25524000.0,10.0,3.0,,,,2250000.0,0.0,0.0,,,,,2250000.0,1.0,,0.0,1.0,48.0,1.0,,,,,0.0,33.0,,1.0,6
H01806-04-01,1,2014,1,42,5410600.0,5630600.0,544000.0,3554200.0,1856400.0,820000.0,,,,,,,90000.0,0.0,,,,,90000.0,,,1.0,2.0,34.0,1.0,,17.0,,,0.0,41.0,,1.0,5
H01806-04-02,0,2014,9,43,6617800.0,6617800.0,0.0,4349800.0,2268000.0,10806000.0,,,,,,,1550000.0,360000.0,,,,,1910000.0,,,0.8115183246073299,1.0,36.0,1.0,,,,,0.0,17.0,7.0,1.0,5
H01809-04-01,1,2014,1,44,7985000.0,7985000.0,0.0,5041400.0,2943600.0,2978000.0,9.0,4.0,,,,1800000.0,0.0,1200000.0,,,,,3000000.0,0.6,,0.0,2.0,38.0,1.0,23.0,10.0,,,0.0,32.0,4.0,1.0,7
H01813-04-01,1,2014,7,45,15531300.0,16136300.0,336000.0,7956000.0,7575300.0,61690000.0,5.0,4.0,,,,1200000.0,0.0,7200000.0,,,,,8400000.0,0.14285714285714285,,0.0,2.0,64.0,1.0,,,,,0.0,16.0,30.0,1.0,6
H02108-04-01,1,2013,10,46,5464200.0,5464200.0,0.0,3954600.0,1509600.0,442000.0,,,,,,,75000.0,0.0,,,,,75000.0,,,1.0,2.0,33.0,1.0,,,,,0.0,31.0,,1.0,5
H02110-04-01,1,2013,10,47,10427800.0,10427800.0,0.0,4802200.0,5625600.0,80410000.0,3.0,4.0,,,,180000.0,60000.0,4800000.0,21100401.0,246000.0,672000.0,918000.0,6876000.0,0.02617801047120419,0.13350785340314136,0.008726003490401396,1.0,72.0,1.0,,,,,0.0,17.0,7.0,1.0,5
H02111-04-01,1,2014,4,48,11918600.0,11918600.0,0.0,5993000.0,5925600.0,6430000.0,12.0,4.0,,,,6000000.0,0.0,0.0,,,,,6000000.0,1.0,,0.0,1.0,41.0,1.0,,,70.0,19.0,0.0,34.0,2.0,1.0,11
H02113-04-01,1,2013,10,49,5963400.0,5993400.0,1271500.0,1848600.0,4114800.0,10950000.0,,,,,,,0.0,0.0,21130401.0,0.0,1960050.0,1960050.0,3920100.0,,0.5,0.0,2.0,44.0,1.0,,,1.0,23.0,0.0,15.0,7.0,1.0,8
H02205-04-01,1,2014,6,51,49291400.0,49291400.0,480000.0,11437400.0,37854000.0,381650000.0,25.0,12.0,,,,35150000.0,1000000.0,0.0,,,,,36150000.0,0.9723374827109267,,0.027662517289073305,1.0,54.0,1.0,,,,,0.0,61.0,,1.0,9
H02206-04-01,1,2013,12,52,10173400.0,10173400.0,0.0,5067400.0,5106000.0,2900000.0,12.0,3.0,,,,18000000.0,0.0,0.0,,,,,18000000.0,1.0,,0.0,1.0,44.0,1.0,,,,,0.0,31.0,,1.0,5
H02207-04-01,1,2013,12,53,12079500.0,13009500.0,1105000.0,8334300.0,3745200.0,153675000.0,24.0,8.0,,,,9600000.0,-800000.0,520000.0,22070401.0,-20000.0,0.0,-20000.0,9280000.0,1.0344827586206897,-0.0021551724137931034,-0.08620689655172414,2.0,45.0,1.0,,,,,0.0,41.0,,1.0,5
H02304-04-01,0,2013,12,54,7034800.0,7034800.0,358800.0,4045600.0,2989200.0,7675000.0,,,,,,,1141500.0,0.0,,,,,1141500.0,,,1.0,1.0,30.0,1.0,8.0,19.0,8.0,19.0,0.0,32.0,4.0,1.0,2
H02305-04-01,1,2013,12,55,10319800.0,10319800.0,182000.0,3959800.0,6360000.0,1340000.0,24.0,8.0,,,,7200000.0,0.0,0.0,,,,,7200000.0,1.0,,0.0,2.0,73.0,1.0,,,,,0.0,13.0,30.0,1.0,4
H02310-04-01,1,2014,6,56,8527500.0,8527500.0,24000.0,2999100.0,5528400.0,40525000.0,24.0,8.0,,,,6816000.0,0.0,0.0,23100401.0,-40000.0,27300.0,-12700.0,6790600.0,1.0037404647601096,-0.0018702323800547816,0.0,2.0,63.0,1.0,,,,,0.0,17.0,7.0,1.0,4
H02401-04-01,0,2014,1,57,5278920.0,5278920.0,0.0,2987400.0,2291520.0,285000.0,10.0,4.0,,,,3600000.0,0.0,0.0,,,,,3600000.0,1.0,,0.0,1.0,36.0,1.0,34.0,5.0,17.0,6.0,0.0,13.0,2.0,1.0,1
H02407-04-01,1,2014,1,58,4049900.0,4049900.0,442000.0,2837900.0,1212000.0,210000.0,12.0,4.0,,,,8208000.0,0.0,0.0,,,,,8208000.0,1.0,,0.0,1.0,41.0,1.0,,10.0,99.0,7.0,0.0,41.0,,1.0,1
H02409-04-01,1,2014,1,59,2611800.0,2611800.0,0.0,1193400.0,1418400.0,475000.0,12.0,4.0,,,,2760000.0,0.0,0.0,,,,,2760000.0,1.0,,0.0,2.0,43.0,1.0,34.0,10.0,99.0,19.0,0.0,17.0,,1.0,1
H02412-04-01,1,2014,1,60,8408800.0,8408800.0,90000.0,4404400.0,4004400.0,1675000.0,24.0,8.0,,,,3600000.0,0.0,0.0,,,,,3600000.0,1.0,,0.0,1.0,39.0,6.0,,,10.0,10.0,0.0,34.0,,1.0,7
H02507-04-01,1,2014,2,61,11393600.0,12473600.0,360000.0,7584200.0,3809400.0,61500000.0,12.0,4.0,,,,,0.0,1000000.0,,,,,1000000.0,,,0.0,1.0,42.0,1.0,,,99.0,10.0,0.0,34.0,,1.0,6
H02601-04-01,1,2014,3,62,10099600.0,10099600.0,0.0,3296800.0,6802800.0,1740000.0,5.0,4.0,4.0,3.0,,3000000.0,1900000.0,0.0,,,,,4900000.0,0.6122448979591837,,0.3877551020408163,1.0,25.0,1.0,34.0,1.0,34.0,5.0,0.0,61.0,,1.0,1
H02601-04-02,1,2014,4,63,12339600.0,12359600.0,208000.0,4212000.0,8127600.0,36810000.0,41.0,16.0,,,,42300000.0,985000.0,0.0,,,,,43285000.0,0.9772438489083979,,0.022756151091602173,1.0,59.0,1.0,,,,,0.0,34.0,,1.0,9
H02602-04-01,1,2014,3,64,16330000.0,16330000.0,182000.0,11190400.0,5139600.0,10280000.0,11.0,4.0,,,,4070000.0,0.0,0.0,,,,,4070000.0,1.0,,0.0,1.0,79.0,1.0,,,,,0.0,16.0,,1.0,11
H02608-04-01,1,2014,3,65,5819600.0,5819600.0,166400.0,3068000.0,2751600.0,16430000.0,,,,,,,180000.0,800000.0,,,,,980000.0,,,0.1836734693877551,1.0,65.0,1.0,,,,,0.0,14.0,6.0,1.0,4
H02608-04-02,1,2014,10,66,12898400.0,12898400.0,8640000.0,4035200.0,8863200.0,14250000.0,20.0,8.0,,,,25000000.0,0.0,0.0,,,,,25000000.0,1.0,,0.0,1.0,28.0,1.0,,5.0,99.0,5.0,0.0,51.0,,1.0,3
H02609-04-01,1,2014,3,67,3771600.0003099437,3771600.0003099437,0.0,2082600.0003099442,1689000.0,10220000.0,,,,,,,100000.0,0.0,,,,,100000.0,,,1.0,1.0,59.0,1.0,,,,,0.0,14.0,,1.0,2
H02703-04-02,1,2013,10,68,8598100.0,8598100.0,1430000.0,4010500.0,4587600.0,7480000.0,10.0,3.0,,,,6000000.0,0.0,0.0,,,,,6000000.0,1.0,,0.0,1.0,41.0,1.0,4.0,19.0,,,0.0,51.0,,1.0,4
H02705-04-02,1,2014,7,70,2125400.0,2125400.0,140400.0,1250600.0,874800.0,30000.0,,,,,,,410000.0,0.0,,,,,410000.0,,,1.0,1.0,23.0,1.0,13.0,4.0,33.0,4.0,0.0,36.0,,1.0,1
H02710-04-01,1,2013,10,72,8338200.0,8412200.0,827600.0,4578600.0,3759600.0,32050000.0,,,,,,,0.0,1100000.0,27100401.0,0.0,0.0,0.0,1100000.0,,0.0,0.0,2.0,74.0,1.0,,,,,0.0,16.0,,1.0,9
H02711-04-01,1,2013,10,73,3869000.0,3869000.0,0.0,1547000.0,2322000.0,4155000.0,12.0,4.0,,,,8640000.0,0.0,480000.0,27110401.0,945000.0,-12130.0,932870.0,10985740.0,0.786474101881166,0.08491644622938464,0.0,1.0,70.0,1.0,,,,,0.0,41.0,,1.0,1
H02711-04-02,1,2013,10,74,6481600.0,6721600.0,0.0,3281200.0,3200400.0,1440000.0,12.0,4.0,,,,4800000.0,0.0,0.0,,,,,4800000.0,1.0,,0.0,1.0,22.0,1.0,9.0,5.0,4.0,19.0,0.0,,,1.0,2
H02711-04-03,1,2013,10,75,22135200.0,22135200.0,0.0,11388000.0,10747200.0,13570000.0,12.0,4.0,,,,12000000.0,0.0,0.0,,,,,12000000.0,1.0,,0.0,1.0,38.0,2.0,,,1.0,88.0,0.0,61.0,,1.0,6
H02802-04-01,1,2013,12,76,23390000.0,23390000.0,432000.0,6110000.0,17280000.0,5570000.0,5.0,8.0,,,,3120000.0,200000.0,0.0,,,,,3320000.0,0.9397590361445783,,0.060240963855421686,1.0,47.0,1.0,,,1.0,10.0,0.0,36.0,,1.0,7
H02803-04-01,1,2013,12,77,3135000.0,5792000.0,120000.0,1318200.0,1816800.0,3320000.0,,,,,,,210000.0,0.0,,,,,210000.0,,,1.0,1.0,53.0,1.0,,,2.0,19.0,0.0,14.0,,1.0,6
H02811-04-01,1,2013,12,78,4357000.0,4357000.0,0.0,1261000.0,3096000.0,15100000.0,12.0,4.0,12.0,2.0,,3600000.0,150000.0,0.0,,,,,3750000.0,0.96,,0.04,2.0,47.0,1.0,4.0,10.0,2.0,19.0,0.0,51.0,,1.0,4
H03001-04-01,0,2014,1,79,7939800.0,7939800.0,300000.0,3439800.0,4500000.0,21390000.0,9.0,2.0,12.0,4.0,,540000.0,750000.0,0.0,,,,,1290000.0,0.4186046511627907,,0.5813953488372093,1.0,30.0,1.0,,19.0,,,0.0,32.0,,1.0,6
H03003-04-01,1,2014,1,80,38680764.0,38680764.0,0.0,7670364.0,31010400.0,132520000.0,,,,,,,1510000.0,0.0,,,,,1510000.0,,,1.0,1.0,30.0,1.0,17.0,19.0,17.0,19.0,0.0,17.0,,1.0,5
H03005-04-01,1,2014,1,81,10252100.0,10252100.0,0.0,2206100.0,8046000.0,40295000.0,12.0,4.0,,,,2400000.0,0.0,360000.0,30050401.0,0.0,0.0,0.0,2760000.0,0.8695652173913043,0.0,0.0,2.0,73.0,1.0,,,,,0.0,41.0,,1.0,5
H03006-04-01,1,2014,1,82,14270000.0,20936500.0,0.0,8044400.0,6225600.0,15215000.0,36.0,12.0,,,,16200000.0,0.0,1800000.0,,,,,18000000.0,0.9,,0.0,2.0,68.0,1.0,,,,,1.0,22.0,,1.0,9
H03010-04-01,1,2014,1,83,7222600.0,7222600.0,2964000.0,4412200.0,2810400.0,7260000.0,,,,,,,200000.0,2400000.0,,,,,2600000.0,,,0.07692307692307693,1.0,37.0,1.0,,,73.0,5.0,0.0,36.0,,1.0,6
H03401-04-01,1,2013,11,84,11158800.0,11158800.0,0.0,4461600.0,6697200.0,36240000.0,24.0,8.0,4.0,4.0,,,590000.0,3600000.0,,,,,4190000.0,,,0.14081145584725538,2.0,41.0,6.0,,,,,0.0,34.0,,1.0,4
H03408-04-01,0,2014,10,85,5036400.0,5046400.0,1256000.0,3650400.0,1386000.0,600000.0,,,,,,,0.0,0.0,34080401.0,0.0,361172.0,361172.0,722344.0,,0.5,0.0,2.0,29.0,1.0,,,,,1.0,,,1.0,5
H03409-04-01,1,2014,6,86,11179600.0,17759600.0,1462000.0,6494800.0,4684800.0,10840000.0,36.0,7.0,,,,4920000.0,50000.0,1440000.0,,,,,6410000.0,0.7675507020280812,,0.0078003120124804995,2.0,64.0,1.0,,,,,0.0,15.0,,1.0,17
H03409-04-02,1,2014,10,87,6298400.0,6298400.0,156000.0,4167800.0,2130600.0,805000.0,19.0,8.0,,,,7660000.0,0.0,0.0,,,,,7660000.0,1.0,,0.0,1.0,24.0,2.0,,,,,0.0,36.0,,1.0,3
H03410-04-01,1,2014,6,88,15766000.0,15766000.0,104000.0,8569600.0,7196400.0,60790000.0,,,,,,,1410000.0,17340000.0,,,,,18750000.0,,,0.0752,1.0,42.0,1.0,,,,,0.0,33.0,,1.0,10
H03410-04-02,1,2014,6,89,9035512.0,9035512.0,218400.0,5576116.0,3459396.0,550000.0,12.0,4.0,,,,,150000.0,0.0,,,,,150000.0,,,1.0,1.0,25.0,3.0,,,17.0,99.0,1.0,10.0,,1.0,5
H03503-04-01,1,2013,12,90,5816400.0,5816400.0,0.0,3338400.0,2478000.0,3530000.0,10.0,3.0,,,,975000.0,-160000.0,0.0,,,,,815000.0,1.196319018404908,,-0.19631901840490798,1.0,52.0,1.0,,,1.0,9.0,0.0,17.0,,1.0,6
H03511-04-01,1,2013,12,91,4476200.0,4476200.0,72000.0,1773200.0,2703000.0,1780000.0,12.0,4.0,,,,1152000.0,154000.0,0.0,,,,,1306000.0,0.8820826952526799,,0.11791730474732007,1.0,46.0,1.0,,,2.0,13.0,0.0,11.0,,1.0,3
H03512-04-01,1,2013,12,92,4392400.0,4392400.0,72000.0,2392000.0,2000400.0,640000.0,,,,,,,250000.0,0.0,,,,,250000.0,,,1.0,1.0,44.0,1.0,2.0,99.0,1.0,99.0,1.0,,,1.0,2
H03515-04-01,1,2013,12,93,2901800.0,2901800.0,390000.0,2233400.0,668400.0,620000.0,31.0,9.0,,,,1245000.0,0.0,0.0,,,,,1245000.0,1.0,,0.0,1.0,69.0,1.0,,,,,0.0,16.0,,1.0,3
H03601-04-01,0,2013,9,94,3950400.0,3980400.0,96000.0,2683200.0,1267200.0,3035000.0,,,,,5000.0,,65000.0,0.0,36010401.0,0.0,385870.0,385870.0,836740.0,,0.4611587828955231,0.0776824342089538,1.0,33.0,1.0,1.0,19.0,,,1.0,,,1.0,4
H03602-04-04,0,2013,9,95,9063300.0,9103300.0,522000.0,3568500.0,5494800.0,3436000.0,,,8.0,2.0,,,70000.0,520000.0,36020404.0,206000.0,1764755.0000035763,1970755.0000035763,4531510.000007153,,0.4349002871008705,0.015447389501488358,2.0,62.0,1.0,,,,,1.0,,30.0,1.0,10
H03603-04-05,0,2014,3,96,4890000.0,4890000.0,512000.0,2074800.0,2815200.0,1030000.0,,,9.0,3.0,10000.0,,0.0,0.0,36030405.0,0.0,131579.00000059605,131579.00000059605,263158.0000011921,,0.5,0.0,2.0,54.0,1.0,,,,,0.0,16.0,10.0,1.0,6
H03604-04-04,0,2014,3,97,7445200.0,7445200.0,600000.0,4435600.0,3009600.0,3760000.0,12.0,8.0,,,,240000.0,0.0,0.0,36040404.0,0.0,192285.0,192285.0,624570.0,0.3842643738892358,0.3078678130553821,0.0,2.0,67.0,1.0,,,,,0.0,,,1.0,9
H03604-04-08,0,2014,3,98,6539500.0,6539500.0,848000.0,3975400.0,2564100.0,5505000.0,,,22.0,8.0,,,80000.0,0.0,36040408.0,0.0,1496400.0,1496400.0,3072800.0,,0.4869825566258787,0.026034886748242645,1.0,36.0,2.0,,,,,0.0,34.0,,1.0,5
H03604-04-09,0,2014,3,99,9241200.0,10592200.0,2810800.0,6591000.0,2650200.0,2025000.0,4.0,4.0,16.0,3.0,,1020000.0,0.0,0.0,36040409.0,505000.0,327230.0,832230.0,2684460.0,0.3799646856350998,0.3100176571824501,0.0,1.0,58.0,1.0,,,,,0.0,34.0,,1.0,12
H03605-04-02,0,2014,3,100,7933800.0,7943800.0,357600.0,5639400.0,2294400.0,2627000.0,,,,,,,295000.0,0.0,36050402.0,677000.0,3486127.0,4163127.0,8621254.0,,0.48289112001571927,0.03421775996856142,1.0,77.0,5.0,,,,,0.0,13.0,,1.0,7
H03607-04-01,0,2014,3,101,6281800.0,6281800.0,502000.0,3055000.0,3226800.0,2760000.0,,,6.0,2.0,,,80000.0,120000.0,36070401.0,-62000.0,1328256.0000032785,1266256.0000032785,2732512.000006557,,0.4634036373857608,0.029277090091391376,1.0,42.0,1.0,,,,,0.0,13.0,6.0,1.0,6
H03608-04-01,0,2013,9,102,1962600.0,1962600.0,264000.0,1302600.0,660000.0,2060000.0,,,,,,,0.0,180000.0,36080401.0,0.0,1216380.0,1216380.0,2612760.0,,0.4655536673862123,0.0,2.0,47.0,1.0,,,1.0,19.0,0.0,12.0,,1.0,2
H03704-04-01,0,2014,1,103,3907200.0,3907200.0,1640000.0,3322800.0,584400.0,140000.0,,,12.0,4.0,22000.0,,0.0,0.0,37040401.0,0.0,100626.0,100626.0,201252.0,,0.5,0.0,1.0,55.0,1.0,,,,,0.0,15.0,7.0,1.0,3
H03705-04-01,0,2014,1,104,4905800.0,6185800.0,504000.0,2124200.0,2781600.0,1890000.0,2.0,4.0,12.0,2.0,,700000.0,560000.0,0.0,37050401.0,1661600.0,684080.0,2345680.0,5951360.0,0.1176201742122809,0.3941418432089472,0.09409613936982471,2.0,54.0,2.0,,,15.0,9.0,0.0,34.0,12.0,1.0,5
H03706-04-01,0,2014,1,105,4445200.0,4447200.0,294000.0,3546400.0,898800.0,3650000.0,,,,,,,0.0,0.0,37060401.0,101800.0,2127558.0,2229358.0,4458716.0,,0.5,0.0,1.0,79.0,1.0,,,,,1.0,13.0,5.0,1.0,8
