hh,urban,year,month,index,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,totW,months1,weeks1,months2,weeks2,pay2,wage_total,bs_profit,other_inc,HHID,profit_ls,profit_agr,total_agrls,inctotal,w_share,agr_share,bus_share,sex,age,hhnum,father_educ,father_ocup,mother_educ,mother_ocup,writeread,classeduc,illdays,region,familysize
H15909-04-03,0,2014,5,901,3433600.0,3433600.0,180000.0,2298400.0,1135200.0,710000.0,,,12.0,4.0,,,15000.0,0.0,159090403.0,0.0,-15800.0,-15800.0,-16600.0,,0.9518072289156626,-0.9036144578313253,1.0,50.0,1.0,,,,,1.0,,,2.0,12
H15910-04-01,0,2014,5,902,1190600.0,1190600.0,98400.0,1001000.0,189600.0,585000.0,,,,,,,0.0,0.0,159100401.0,-40000.0,-65970.0,-105970.0,-211940.0,,0.5,-0.0,1.0,79.0,1.0,,,,,0.0,15.0,,2.0,2
H16201-04-01,0,2013,12,903,1531600.0,1531600.0,26000.0,1362400.0,169200.0,380000.0,,,,,,,0.0,0.0,162010401.0,0.0,48300.0,48300.0,96600.0,,0.5,0.0,2.0,44.0,1.0,,,,,1.0,,20.0,2.0,1
H16201-04-02,0,2013,12,904,2756400.0,2756400.0,6000.0,2012400.0,744000.0,15625000.0,,,12.0,4.0,,,100000.0,0.0,162010402.0,0.0,0.0,0.0,100000.0,,0.0,1.0,1.0,41.0,2.0,,,,,0.0,17.0,,2.0,5
H16202-04-01,0,2014,6,905,721300.0,721300.0,157300.0,578500.0,142800.0,90000.0,,,,,,,0.0,0.0,162020401.0,-20000.0,8000.0,-12000.0,-24000.0,,0.5,-0.0,1.0,81.0,1.0,,,,,1.0,,6.0,2.0,2
H16203-04-01,0,2013,12,906,1617600.0,1642600.0,286000.0,1092000.0,525600.0,240000.0,,,,,,,35000.0,0.0,162030401.0,0.0,117200.0,117200.0,269400.0,,0.4350408314773571,0.12991833704528583,2.0,58.0,1.0,,,,,1.0,12.0,,2.0,1
H16204-04-01,0,2014,6,907,2822700.0,2822700.0,332000.0,1891500.0,931200.0,750000.0,,,,,,,0.0,0.0,162040401.0,431000.0,330475.0,761475.0,1522950.0,,0.5,0.0,1.0,51.0,1.0,,,73.0,19.0,0.0,17.0,,2.0,10
H16205-04-01,0,2013,12,908,5054300.0,5084300.0,360000.0,3196700.0,1857600.0,1080000.0,,,8.0,4.0,,,700000.0,0.0,162050401.0,-15508.0,100.0,-15408.0,669184.0,,-0.02302505738332058,1.0460501147666412,2.0,69.0,1.0,,,,,1.0,,7.0,2.0,14
H16206-04-01,0,2013,12,909,1322400.0,1322400.0,0.0,764400.0,558000.0,400000.0,,,,,,,0.0,0.0,162060401.0,0.0,395000.0,395000.0,790000.0,,0.5,0.0,1.0,38.0,1.0,,,73.0,10.0,0.0,17.0,7.0,2.0,4
H16207-04-01,0,2013,12,910,2067000.0,2067000.0,288000.0,1521000.0,546000.0,275000.0,,,,,,,0.0,0.0,162070401.0,-35500.0,9687.5,-25812.5,-51625.0,,0.5,-0.0,2.0,52.0,1.0,,,,,1.0,12.0,,2.0,2
H16208-04-01,0,2014,6,911,8157400.0,8157400.0,0.0,2789800.0,5367600.0,1115000.0,3.0,4.0,,,,840000.0,0.0,0.0,162080401.0,0.0,157500.0,157500.0,1155000.0,0.7272727272727273,0.13636363636363635,0.0,1.0,72.0,1.0,,,,,0.0,17.0,30.0,2.0,9
H16209-04-01,0,2013,12,912,2081600.0,2081600.0,0.0,774800.0,1306800.0,980000.0,,,22.0,7.0,,,80000.0,0.0,162090401.0,-12000.0,2500000.0,2488000.0,5056000.0,,0.4920886075949367,0.015822784810126583,1.0,37.0,1.0,61.0,19.0,,,0.0,17.0,,2.0,8
H16210-04-01,0,2013,12,913,6193600.0,6193600.0,6000.0,5184400.0,1009200.0,2040000.0,12.0,4.0,,,,4104000.0,0.0,0.0,162100401.0,728000.0,330850.0,1058850.0,6221700.0,0.6596267901055981,0.17018660494720092,0.0,1.0,41.0,1.0,,,,,0.0,41.0,30.0,2.0,10
H16302-04-01,0,2014,4,914,1636600.0,1638600.0,231600.0,1128400.0,508200.0,350000.0,,,6.0,4.0,,,0.0,0.0,163020401.0,-25500.0,133222.5,107722.5,215445.0,,0.5,0.0,2.0,61.0,1.0,,,,,1.0,15.0,3.0,2.0,1
H16304-04-01,0,2013,10,915,6521200.0,7121200.0,1420000.0,4076800.0,2444400.0,505000.0,,,,,,,525000.0,0.0,163040401.0,495700.0,-59425.0,436275.0,1397550.0,,0.31217129977460556,0.3756574004507889,1.0,38.0,1.0,,,1.0,19.0,0.0,41.0,,2.0,11
H16305-04-02,0,2014,4,917,1168900.0,1168900.0,0.0,937300.0,231600.0,625000.0,,,,,,,0.0,0.0,163050402.0,0.0,37500.0,37500.0,75000.0,,0.5,0.0,1.0,46.0,2.0,17.0,19.0,73.0,19.0,1.0,14.0,,2.0,1
H16305-04-03,0,2014,4,918,1184400.0,1184400.0,0.0,889200.0,295200.0,470000.0,,,,,,,0.0,0.0,163050403.0,0.0,-24000.0,-24000.0,-48000.0,,0.5,-0.0,2.0,20.0,1.0,11.0,18.0,10.0,19.0,0.0,16.0,,2.0,4
H16306-04-01,1,2013,10,919,10362200.0,10362200.0,360000.0,6383000.0,3979200.0,1603000.0,19.0,8.0,24.0,,350000.0,5010000.0,325000.0,0.0,163060401.0,-28000.0,-70000.0,-98000.0,5139000.0,0.9748978400467017,-0.01906985794901732,0.06324187585133294,1.0,38.0,1.0,4.0,18.0,3.0,18.0,0.0,51.0,,2.0,6
H16307-04-01,0,2013,10,920,2968800.0,2968800.0,0.0,2511600.0,457200.0,1255000.0,6.0,4.0,6.0,1.0,,,0.0,0.0,163070401.0,-18000.0,155000.0,137000.0,274000.0,,0.5,0.0,1.0,40.0,1.0,,,1.0,19.0,0.0,61.0,,2.0,9
H16308-04-01,0,2013,10,921,5401200.0,5401200.0,1588000.0,3198000.0,2203200.0,110000.0,12.0,4.0,,,,9024000.0,0.0,0.0,163080401.0,-32000.0,0.0,-32000.0,8960000.0,1.0071428571428571,-0.0035714285714285713,0.0,2.0,40.0,1.0,3.0,19.0,1.0,19.0,0.0,41.0,3.0,2.0,8
H16308-04-02,0,2014,10,922,3776200.0,3776200.0,380000.0,3242200.0,534000.0,180000.0,8.0,4.0,4.0,2.0,,2800000.0,0.0,0.0,163080402.0,416000.0,172550.0,588550.0,3977100.0,0.7040305750421161,0.14798471247894193,0.0,1.0,42.0,1.0,,,,,0.0,41.0,,2.0,9
H16309-04-01,0,2013,10,923,1501300.0,1501300.0,12000.0,1202500.0,298800.0,1.2,,,6.0,2.0,,,18000.0,18000.0,163090401.0,406000.0,93150.0,499150.0,1034300.0,,0.4825969254568307,0.017403074543169292,2.0,69.0,1.0,,,,,1.0,,,2.0,1
H16310-04-01,0,2014,4,924,2895600.0,2928600.0,324000.0,1762800.0,1132800.0,515000.0,,,,,,,549000.0,0.0,163100401.0,52000.0,17000.0,69000.0,687000.0,,0.10043668122270742,0.7991266375545851,2.0,42.0,2.0,,,,,1.0,,,2.0,6
H16401-04-01,0,2014,1,925,6228800.0,6228800.0,0.0,4846400.0,1382400.0,9045000.0,,,,,,,30000.0,0.0,164010401.0,844000.0,218200.0,1062200.0,2154400.0,,0.49303750464166357,0.013924990716672856,1.0,39.0,1.0,,,,,0.0,17.0,3.0,2.0,11
H16402-04-01,1,2014,1,926,1960000.0,1960000.0,324000.0,1253200.0,706800.0,389000.0,,,5.0,4.0,,,70000.0,0.0,164020401.0,39000.0,79600.0,118600.0,307200.0,,0.3860677083333333,0.22786458333333334,1.0,36.0,1.0,22.0,10.0,14.0,19.0,0.0,17.0,7.0,2.0,7
H16403-04-01,0,2014,1,927,1487200.0,1487200.0,0.0,1190800.0,296400.0,650000.0,,,,,,,0.0,0.0,164030401.0,0.0,22500.0,22500.0,45000.0,,0.5,0.0,2.0,34.0,1.0,,,,,1.0,,4.0,2.0,3
H16404-04-01,0,2014,7,928,3277200.0,3382200.0,64000.0,2168400.0,1108800.0,50475000.0,,,,,,,0.0,0.0,164040401.0,378100.0,-30000.0,348100.0,696200.0,,0.5,0.0,2.0,64.0,1.0,,,,,1.0,22.0,,2.0,5
H16405-04-01,0,2014,7,929,3028400.0,3028400.0,266000.0,1040000.0,1988400.0,405000.0,,,12.0,4.0,,,35000.0,0.0,164050401.0,579000.0,-111850.0,467150.0,969300.0,,0.4819457340348705,0.03610853193025895,1.0,50.0,1.0,,,,,1.0,,30.0,2.0,2
H16405-04-02,0,2014,7,930,1959000.0,1959000.0,168000.0,1365000.0,594000.0,385000.0,,,6.0,4.0,,,16000.0,0.0,164050402.0,-5000.0,225345.0,220345.0,456690.0,,0.4824826468720576,0.035034706255884736,1.0,26.0,1.0,,,,,0.0,41.0,,2.0,3
H16406-04-01,0,2014,7,931,2860400.0,2860400.0,12000.0,2147600.0,712800.0,360000.0,6.0,5.0,4.0,2.0,,2100000.0,0.0,0.0,164060401.0,-40000.0,35000.0,-5000.0,2090000.0,1.0047846889952152,-0.0023923444976076554,0.0,1.0,54.0,1.0,,,1.0,19.0,0.0,17.0,,2.0,10
H16407-04-01,0,2014,1,932,3392400.0,3392400.0,0.0,2792400.0,600000.0,640000.0,,,,,,,0.0,0.0,164070401.0,-17500.0,0.0,-17500.0,-35000.0,,0.5,-0.0,2.0,55.0,1.0,,,,,1.0,12.0,,2.0,5
H16408-04-01,0,2014,1,935,2830800.0,2830800.0,0.0,2386800.0,444000.0,1050000.0,,,,,,,20000.0,0.0,164080401.0,810000.0,29075.0,839075.0,1698150.0,,0.49411123870093926,0.011777522598121485,2.0,46.0,1.0,,,10.0,5.0,1.0,13.0,7.0,2.0,3
H16409-04-01,0,2014,7,936,4965000.0,4965000.0,330000.0,2847000.0,2118000.0,34535000.0,,,,,,,730000.0,0.0,164090401.0,374498.0,-21000.0,353498.0,1436996.0,,0.24599790117717796,0.5080041976456441,1.0,32.0,1.0,13.0,19.0,12.0,19.0,0.0,17.0,,2.0,7
H16409-04-02,0,2014,7,937,3144600.0,3149600.0,670800.0,2347800.0,796800.0,965000.0,,,4.0,,,,90000.0,0.0,164090402.0,-31000.0,40.000000596046455,-30959.999999403954,28080.000001192093,,-1.1025641024960682,3.2051282049921364,1.0,63.0,1.0,,,,,1.0,16.0,,2.0,5
H16409-04-03,0,2014,7,938,6664000.0,6664000.0,144000.0,4420000.0,2244000.0,730000.0,,,,,,,955000.0,0.0,164090403.0,-10000.0,-64447.5,-74447.5,806105.0,,-0.09235459400450313,1.1847091880090064,1.0,31.0,1.0,,5.0,99.0,13.0,0.0,14.0,,2.0,5
H16409-04-04,0,2014,7,939,3428400.0,3428400.0,282000.0,2090400.0,1338000.0,3133000.0,,,,,,,405000.0,0.0,164090404.0,0.0,1800.0,1800.0,408600.0,,0.004405286343612335,0.9911894273127754,1.0,36.0,1.0,16.0,19.0,99.0,19.0,0.0,34.0,3.0,2.0,5
H16410-04-01,0,2014,1,940,3021000.0,3021000.0,360000.0,1895400.0,1125600.0,730000.0,12.0,4.0,,,,3168000.0,185000.0,0.0,164100401.0,,-35455.0,-35455.0,3282090.0,0.9652386132007349,-0.010802567875957089,0.05636652255117928,2.0,43.0,1.0,,,,,0.0,16.0,30.0,2.0,9
H16501-04-01,0,2013,11,941,1927800.0,1927800.0,1111600.0,717600.0,1210200.0,35000.0,,,,,,,0.0,0.0,165010401.0,0.0,16225.0,16225.0,32450.0,,0.5,0.0,2.0,79.0,1.0,,,,,0.0,,5.0,2.0,1
H16501-04-02,0,2014,6,942,2622600.0,2622600.0,322000.0,1879800.0,742800.0,605000.0,,,8.0,4.0,,,545000.0,0.0,165010402.0,423000.0,60410.000001490116,483410.00000149006,1511820.0000029802,,0.3197536743795803,0.3604926512408393,2.0,45.0,1.0,,,73.0,19.0,0.0,16.0,,2.0,6
H16502-04-01,0,2013,11,943,2307200.0,2307200.0,364000.0,1788800.0,518400.0,305000.0,,,,,,,0.0,0.0,165020401.0,-28000.0,-3380.0,-31380.0,-62760.0,,0.5,-0.0,1.0,29.0,1.0,1.0,19.0,,,0.0,14.0,,2.0,5
H16503-04-01,0,2014,5,944,2566600.0,2566600.0,508000.0,1931800.0,634800.0,700000.0,,,8.0,4.0,6000.0,,170000.0,0.0,165030401.0,-4000.0,12000.0,8000.0,186000.0,,0.043010752688172046,0.9139784946236559,1.0,34.0,1.0,51.0,19.0,73.0,19.0,0.0,32.0,,2.0,7
H16505-04-01,0,2013,11,945,5648000.0,5648000.0,0.0,4144400.0,1503600.0,2370000.0,,,,,,,150000.0,0.0,165050401.0,-16000.0,0.0,-16000.0,118000.0,,-0.13559322033898305,1.271186440677966,1.0,54.0,1.0,,,2.0,10.0,0.0,16.0,,2.0,10
H16505-04-02,0,2014,5,946,742800.0,742800.0,0.0,546000.0,196800.0,200000.0,,,,,,,-80000.0,0.0,165050402.0,0.0,60000.0,60000.0,40000.0,,1.5,-2.0,1.0,29.0,1.0,17.0,19.0,73.0,19.0,0.0,17.0,,2.0,3
H16506-04-01,0,2013,11,948,5449200.0,5449200.0,1574000.0,4196400.0,1252800.0,3367000.0,,,,,,,300000.0,0.0,165060401.0,134500.0,-282655.0,-148155.0,3690.0,,-40.15040650406504,81.30081300813008,1.0,33.0,1.0,8.0,1.0,8.0,5.0,0.0,31.0,,2.0,4
H16507-04-01,0,2013,11,949,4990800.0,4990800.0,104000.0,4352400.0,638400.0,1230008.0,,,,,,,0.0,0.0,165070401.0,1192000.0,82.5,1192082.5,2384165.0,,0.5,0.0,2.0,48.0,1.0,1.0,19.0,1.0,19.0,0.0,13.0,7.0,2.0,9
H16508-04-01,0,2014,5,950,3711500.0,3711500.0,288000.0,2759900.0,951600.0,705000.0,,,,,,,690000.0,0.0,165080401.0,327000.0,-59870.0,267130.0,1224260.0,,0.2181971149919135,0.5636057700161731,1.0,53.0,1.0,,,,,0.0,41.0,,2.0,10
H16509-04-01,0,2014,5,951,8574000.0,8574000.0,0.0,4165200.0,4408800.0,15925000.0,,,,,,,-50000.0,0.0,165090401.0,-126500.0,350500.0,224000.0,398000.0,,0.5628140703517588,-0.12562814070351758,1.0,63.0,1.0,73.0,19.0,,,0.0,14.0,,2.0,5
H16510-04-01,0,2013,11,952,2465600.0,2465600.0,12000.0,1976000.0,489600.0,5178000.0,12.0,4.0,,,,4800000.0,0.0,720000.0,165100401.0,-31500.0,0.0,-31500.0,5457000.0,0.879604178119846,-0.00577240241891149,0.0,1.0,69.0,1.0,2.0,10.0,1.0,10.0,0.0,17.0,,2.0,8
H16604-04-01,1,2013,11,953,3138400.0,3279400.0,240000.0,2392000.0,746400.0,10212000.0,,,,,,,0.0,0.0,166040401.0,29000.0,0.0,29000.0,58000.0,,0.5,0.0,2.0,52.0,1.0,,,,,1.0,,8.0,2.0,5
H16604-04-02,1,2014,10,954,3007600.0,3007600.0,0.0,1846000.0,1161600.0,152000.0,,,,,,,25000.0,0.0,,,,,25000.0,,,1.0,2.0,19.0,1.0,17.0,5.0,73.0,5.0,0.0,17.0,,2.0,2
H16606-04-01,0,2013,11,955,2247200.0,2247200.0,187200.0,1851200.0,396000.0,2150000.0,,,,,,,-7000.0,0.0,166060401.0,-2000.0,-3900.0,-5900.0,-18800.0,,0.31382978723404253,0.3723404255319149,1.0,60.0,1.0,,,1.0,19.0,0.0,13.0,,2.0,9
H16607-04-01,1,2013,11,956,3848800.0,3853800.0,716800.0,2782000.0,1066800.0,5730000.0,21.0,8.0,12.0,4.0,,2412000.0,130000.0,0.0,166070401.0,-5600.0,-100700.0,-106300.0,2329400.0,1.035459775049369,-0.04563406885893363,0.055808362668498326,1.0,45.0,1.0,,,2.0,19.0,0.0,17.0,,2.0,5
H16609-04-01,1,2013,11,957,6875600.0,6875600.0,1920000.0,4612400.0,2263200.0,80775000.0,9.0,4.0,,,,2835000.0,0.0,3600000.0,166090401.0,0.0,71700.00000596046,71700.00000596046,6578400.000011921,0.4309558555263989,0.010899306823213932,0.0,1.0,61.0,1.0,,,,,0.0,36.0,,2.0,10
H16611-04-01,1,2013,11,958,6699200.0,6699200.0,1560000.0,4175600.0,2523600.0,10645000.0,10.0,3.0,,,,4800000.0,0.0,0.0,166110401.0,750000.0,349.0,750349.0,6300698.0,0.7618203570461558,0.11908982147692208,0.0,1.0,48.0,1.0,2.0,9.0,1.0,5.0,0.0,61.0,14.0,2.0,6
H16701-04-01,0,2014,7,959,4143600.0,4143600.0,144000.0,3432000.0,711600.0,1110000.0,,,,,,,0.0,0.0,167010401.0,127000.0,175300.0,302300.0,604600.0,,0.5,0.0,1.0,38.0,1.0,,,17.0,19.0,0.0,17.0,8.0,2.0,8
H16702-04-01,0,2014,7,960,8802800.0,8802800.0,1022000.0,6734000.0,2068800.0,3820000.0,,,,,,,100000.0,0.0,167020401.0,266000.0,110450.0,376450.0,852900.0,,0.4413764802438738,0.11724703951225232,1.0,38.0,1.0,12.0,19.0,12.0,19.0,0.0,14.0,,2.0,9
H16703-04-01,0,2014,2,961,2101600.0,2101600.0,1444000.0,1463800.0,637800.0,1555000.0,,,,,,,0.0,0.0,167030401.0,-4000.0,496.0,-3504.0,-7008.0,,0.5,-0.0,2.0,59.0,1.0,,,,,1.0,,4.0,2.0,6
H16704-04-01,0,2014,2,963,1963600.0,1963600.0,84000.0,1362400.0,601200.0,2540000.0,,,,,,,0.0,0.0,167040401.0,78000.0,270.0,78270.0,156540.0,,0.5,0.0,1.0,63.0,1.0,,,,,1.0,11.0,30.0,2.0,6
H16705-04-01,0,2014,2,965,6400800.0,6940800.0,1116800.0,4430400.0,1970400.0,1195000.0,,,,,,,1000000.0,0.0,167050401.0,1469000.0,-18562.5,1450437.5,3900875.0,,0.371823629313936,0.25635274137212805,1.0,67.0,1.0,,,,,0.0,16.0,,2.0,7
H16707-04-01,0,2014,2,966,3457000.0,3465000.0,258000.0,2727400.0,729600.0,1590000.0,,,,,,,0.0,0.0,167070401.0,-6000.0,10035.0,4035.0,8070.0,,0.5,0.0,2.0,53.0,1.0,,,,,1.0,11.0,,2.0,5
H16708-04-01,0,2014,2,967,2717400.0,2717400.0,120000.0,1770600.0,946800.0,5455000.0,,,5.0,1.0,,,50000.0,0.0,167080401.0,-25000.0,2106600.0,2081600.0,4213200.0,,0.4940662679198709,0.011867464160258237,1.0,34.0,1.0,,9.0,99.0,19.0,1.0,15.0,,2.0,9
H16709-04-01,0,2014,2,968,2138200.0,2138200.0,0.0,1760200.0,378000.0,635000.0,,,,,,,0.0,0.0,167090401.0,-2000.0,77200.0,75200.0,150400.0,,0.5,0.0,1.0,58.0,1.0,,,,,1.0,,,2.0,4
H16710-04-01,0,2014,7,969,5095400.0,5241400.0,516000.0,2654600.0,2440800.0,3150000.0,,,,,,,0.0,0.0,167100401.0,-35000.0,60475.0,25475.0,50950.0,,0.5,0.0,1.0,57.0,1.0,,,73.0,19.0,0.0,17.0,,2.0,12
H16802-04-01,0,2014,2,970,3522400.0,3542400.0,432000.0,2938000.0,584400.0,1095000.0,,,,,,,0.0,0.0,168020401.0,-12000.0,1220900.0,1208900.0,2417800.0,,0.5,0.0,1.0,39.0,1.0,,,,,1.0,14.0,,2.0,6
H16803-04-01,0,2014,7,971,10399600.0,10399600.0,180000.0,4810000.0,5589600.0,4650000.0,,,,,,,240000.0,0.0,168030401.0,140000.0,55820.0,195820.0,631640.0,,0.31001836489139384,0.3799632702172123,1.0,40.0,1.0,,,17.0,19.0,0.0,15.0,,2.0,8
H16804-04-01,0,2014,7,972,2875200.000154972,3025200.000154972,704800.0,1856400.0001549718,1018800.0,2065000.0,10.0,3.0,5.0,1.0,,150000.0,0.0,0.0,168040401.0,-13000.0,3300.0,-9700.0,130600.0,1.1485451761102603,-0.07427258805513016,0.0,2.0,36.0,1.0,,,,,1.0,12.0,,2.0,5
H16804-04-03,0,2014,7,973,3165200.0,3295200.0,2684000.0,2600000.0,565200.0,647000.0,,,5.0,2.0,100000.0,,0.0,0.0,168040403.0,-16000.0,0.0,-16000.0,-32000.0,,0.5,-0.0,2.0,22.0,1.0,17.0,1.0,12.0,19.0,0.0,16.0,,2.0,3
H16806-04-01,0,2014,2,974,2885800.0,2885800.0,264000.0,2212600.0,673200.0,5165000.0,,,,,,,0.0,0.0,168060401.0,104000.0,128800.0,232800.0,465600.0,,0.5,0.0,2.0,41.0,1.0,,,73.0,13.0,1.0,,,2.0,6
H16806-04-02,0,2014,7,975,3600800.0,3600800.0,1588000.0,2912000.0,688800.0,222000.0,1.0,3.0,,,,90000.0,0.0,0.0,168060402.0,-20000.0,-39925.0,-59925.0,-29850.0,-3.0150753768844223,2.007537688442211,-0.0,1.0,24.0,1.0,,1.0,99.0,18.0,0.0,16.0,,2.0,3
H16807-04-01,0,2014,7,976,2674000.0,2674000.0,360000.0,1612000.0,1062000.0,1160000.0,,,,,,,0.0,0.0,168070401.0,-10000.0,60700.0,50700.0,101400.0,,0.5,0.0,1.0,51.0,1.0,73.0,13.0,,,0.0,17.0,,2.0,7
H16808-04-01,0,2014,2,977,2537200.0,2537200.0,2152000.0,2080000.0,457200.0,3070000.0,,,,,,,0.0,0.0,168080401.0,0.0,80500.0,80500.0,161000.0,,0.5,0.0,2.0,32.0,1.0,,,12.0,19.0,1.0,12.0,,2.0,3
H16809-04-01,0,2014,2,978,1935200.0,1935200.0,144000.0,743600.0,1191600.0,4045000.0,,,,,,,0.0,0.0,168090401.0,0.0,113860.0,113860.0,227720.0,,0.5,0.0,2.0,55.0,1.0,,,,,1.0,,30.0,2.0,3
H16809-04-02,1,2014,7,979,2583000.0,2583000.0,108000.0,1755000.0,828000.0,200000.0,,,,,,,0.0,0.0,168090402.0,-2000.0,-19750.0,-21750.0,-43500.0,,0.5,-0.0,1.0,46.0,1.0,,,1.0,99.0,0.0,15.0,,2.0,6
H16809-04-03,0,2014,10,980,1871200.0,1871200.0,112800.0,956800.0,914400.0,515000.0,12.0,4.0,,,,3000000.0,0.0,0.0,168090403.0,0.0,200.0,200.0,3000400.0,0.9998666844420744,6.665777896280495e-05,0.0,1.0,31.0,1.0,,,1.0,19.0,0.0,34.0,,2.0,4
H16810-04-01,0,2014,2,981,4857800.0,4857800.0,175200.0,2685800.0,2172000.0,5973000.0,,,,,,,0.0,0.0,168100401.0,0.0,-55050.0,-55050.0,-110100.0,,0.5,-0.0,2.0,38.0,1.0,17.0,19.0,12.0,19.0,1.0,15.0,,2.0,6
H17002-04-01,0,2014,1,982,10722800.0,10722800.0,540000.0,5673200.0,5049600.0,2430000.0,2.0,3.0,,,,570000.0,0.0,0.0,170020401.0,780000.0,99200.0,879200.0,2328400.0,0.24480329840233636,0.3775983507988318,0.0,1.0,50.0,1.0,,,73.0,19.0,0.0,51.0,,2.0,7
H17003-04-01,0,2014,1,983,9952800.0,9952800.0,720000.0,8221200.0,1731600.0,5145000.0,,,12.0,4.0,,,578000.0,0.0,170030401.0,1032000.0,1429111.0,2461111.0,5500222.0,,0.4474566662945605,0.10508666741087905,1.0,44.0,1.0,,,73.0,13.0,1.0,14.0,,2.0,7
H17005-04-01,0,2014,10,984,2906800.0,2906800.0,72000.0,2033200.0,873600.0,1710000.0,,,,,,,0.0,0.0,170050401.0,0.0,36794.99999880791,36794.99999880791,73589.99999761581,,0.5,0.0,2.0,34.0,1.0,,,,,0.0,17.0,,2.0,7
H17006-04-01,0,2014,1,985,3153900.0,3173900.0,60000.0,2265900.0,888000.0,3400000.0,,,,,,,0.0,0.0,170060401.0,249600.0,172120.0,421720.0,843440.0,,0.5,0.0,2.0,47.0,1.0,15.0,19.0,,,0.0,15.0,14.0,2.0,4
H17007-04-02,0,2014,1,987,1476200.0,1476200.0,156000.0,1141400.0,334800.0,480000.0,,,,,,,0.0,0.0,170070402.0,-9000.0,30600.0,21600.0,43200.0,,0.5,0.0,1.0,47.0,1.0,,,,,1.0,14.0,,2.0,5
H17008-04-01,0,2014,1,988,3772200.0,3772200.0,288000.0,3174600.0,597600.0,2005000.0,10.0,3.0,5.0,1.0,,750000.0,0.0,0.0,170080401.0,-48000.0,-11660.0,-59660.0,630680.0,1.1891926174922307,-0.0945963087461153,0.0,2.0,54.0,1.0,,,,,1.0,15.0,,2.0,8
H17009-04-01,0,2014,7,989,4398400.000154972,4398400.000154972,120000.0,3640000.000154972,758400.0,610000.0,,,,,,,0.0,0.0,170090401.0,670800.0,2420.0,673220.0,1346440.0,,0.5,0.0,1.0,59.0,1.0,,,73.0,10.0,0.0,31.0,,2.0,5
H17009-04-02,0,2014,7,990,2695600.000154972,2695600.000154972,358000.0,1955200.0001549718,740400.0,653000.0,11.0,3.0,,,,1237500.0,0.0,0.0,170090402.0,31200.0,4000.0,35200.0,1307900.0,0.9461732548359967,0.02691337258200168,0.0,1.0,28.0,1.0,31.0,19.0,16.0,19.0,0.0,16.0,,2.0,4
H17010-04-01,0,2014,7,991,9376800.0,9376800.0,216000.0,5803200.0,3573600.0,13190000.0,,,,,,,330000.0,0.0,170100401.0,0.0,-141776.0,-141776.0,46448.0,,-3.0523596279710645,7.104719255942129,1.0,59.0,1.0,,,,,0.0,51.0,7.0,2.0,7
H17101-04-01,0,2013,10,993,649200.0,649200.0,390000.0,468000.0,181200.0,545000.0,8.0,3.0,,,,432000.0,0.0,0.0,,,,,432000.0,1.0,,0.0,1.0,39.0,1.0,,,,,1.0,16.0,,2.0,1
H17102-04-01,0,2014,4,994,2837700.0,2837700.0,202000.0,1977300.0,860400.0,336000.0,12.0,2.0,,,,,0.0,0.0,171020401.0,0.0,130000.0,130000.0,260000.0,,0.5,0.0,1.0,55.0,1.0,,,,,0.0,17.0,,2.0,4
H17103-04-01,0,2013,10,995,9928600.0,9928600.0,840000.0,6455800.0,3472800.0,46820000.0,12.0,4.0,,,,12132000.0,650000.0,0.0,171030401.0,,,,12782000.0,0.9491472383038648,,0.05085276169613519,2.0,41.0,1.0,2.0,19.0,3.0,19.0,0.0,16.0,,2.0,10
H17105-04-01,0,2013,10,996,849800.0,849800.0,291200.0,611000.0,238800.0,606000.0,,,,,,,0.0,0.0,171050401.0,-4000.0,115000.0,111000.0,222000.0,,0.5,0.0,2.0,59.0,1.0,1.0,7.0,,,1.0,,,2.0,2
H17107-04-01,0,2013,10,997,626000.0,626000.0,0.0,447200.0,178800.0,65000.0,,,,,,,0.0,0.0,171070401.0,-4100.0,3020.0,-1080.0,-2160.0,,0.5,-0.0,1.0,85.0,1.0,,,,,0.0,15.0,,2.0,2
H17108-04-01,0,2014,4,998,2939200.0,2999200.0,2176000.0,2080000.0,859200.0,2560000.0,,,,,,,0.0,0.0,171080401.0,0.0,-222645.0,-222645.0,-445290.0,,0.5,-0.0,2.0,71.0,1.0,,,,,1.0,,30.0,2.0,2
H17109-04-01,0,2013,10,999,7421000.0,7421000.0,849600.0,5868200.0,1552800.0,1190000.0,,,,,,,0.0,0.0,171090401.0,35000.0,332970.0,367970.0,735940.0,,0.5,0.0,1.0,42.0,1.0,3.0,17.0,,,0.0,16.0,,2.0,11
H17110-04-01,0,2014,4,1000,8842000.0,8842000.0,252000.0,6838000.0,2004000.0,23785000.0,,,,,,,0.0,0.0,171100401.0,2008800.0,548323.0,2557123.0,5114246.0,,0.5,0.0,2.0,65.0,1.0,,,,,1.0,12.0,,2.0,10
H17201-04-01,0,2014,5,1001,3889200.0,3911200.0,792000.0,2246400.0,1642800.0,430000.0,9.0,3.0,,,,310500.0,59000.0,0.0,,,,,369500.0,0.8403247631935047,,0.15967523680649526,2.0,47.0,1.0,,,12.0,19.0,1.0,13.0,12.0,2.0,3
H17201-04-02,0,2014,5,1002,1616800.0,3116800.0,372000.0,520000.0,1096800.0,1145000.0,,,,,,,500000.0,0.0,,,,,500000.0,,,1.0,1.0,20.0,2.0,,1.0,51.0,1.0,0.0,34.0,,2.0,3
